test,test,test,test,1,111111111111111111111111111111
Lima,Cusco,Directo,15-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,18-03-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,27-11-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-05-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,06-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,11-01-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,01-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,05-05-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,22-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,07-01-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,17-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,21-03-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,05-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,21-06-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,01-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,15-02-2026,250,111111111111111111111111111111
Piura,Lima,Directo,24-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,06-05-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,20-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-08-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,11-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,10-02-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,05-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,01-07-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,12-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,05-12-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,21-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-01-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,08-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,28-10-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,02-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-08-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,26-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,23-02-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,07-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,23-09-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,22-02-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-06-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,12-06-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-09-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,23-10-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,21-03-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,14-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-06-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,12-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,26-01-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,19-12-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,14-04-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,19-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,26-04-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,18-12-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,11-06-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,21-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,15-10-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,14-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,02-05-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,04-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,15-07-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,18-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,24-02-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,10-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,10-09-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,04-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-05-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,28-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,11-08-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,20-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,11-02-2026,300,111111111111111111111111111111
Piura,Lima,Directo,19-01-2026,100,111111111111111111111111111111
Lima,Piura,Directo,27-09-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,10-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,08-09-2026,350,111111111111111111111111111111
Piura,Lima,Directo,02-01-2026,100,111111111111111111111111111111
Lima,Piura,Directo,07-01-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,23-08-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,23-07-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,06-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,16-01-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,05-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,06-04-2026,200,111111111111111111111111111111
Santiago,Buenos Aires,Directo,18-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,25-11-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,11-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,04-09-2026,300,111111111111111111111111111111
Piura,Lima,Directo,20-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,14-09-2026,100,111111111111111111111111111111
Piura,Lima,Directo,25-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,22-10-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,21-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,13-07-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,13-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,06-09-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,03-07-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,18-08-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,21-01-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,15-11-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,02-11-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,01-05-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,20-01-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,13-02-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,21-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,27-07-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,16-10-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,12-09-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,22-05-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,11-11-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,23-04-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,04-11-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,24-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,16-03-2026,350,111111111111111111111111111111
Piura,Lima,Directo,15-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,13-05-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,21-09-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,12-09-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,22-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,27-12-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,17-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,26-07-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,05-06-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,17-04-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,10-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,22-11-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,25-04-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,18-11-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,17-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,04-07-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,09-12-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,23-12-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,16-06-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,20-10-2026,250,111111111111111111111111111111
Piura,Lima,Directo,11-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,16-10-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,25-10-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,14-01-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,02-10-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,05-01-2026,250,111111111111111111111111111111
Piura,Lima,Directo,15-01-2026,100,111111111111111111111111111111
Lima,Piura,Directo,24-03-2026,100,111111111111111111111111111111
Lima,Cusco,Directo,01-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,03-06-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,14-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,06-09-2026,200,111111111111111111111111111111
Piura,Lima,Directo,20-04-2026,100,111111111111111111111111111111
Lima,Piura,Directo,07-06-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,26-02-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,18-04-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,27-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,25-02-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,17-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,01-07-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,28-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-12-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,25-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,17-09-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,07-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,18-09-2026,300,111111111111111111111111111111
Piura,Lima,Directo,04-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-12-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,13-06-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,27-10-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,01-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,15-12-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,07-06-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,08-01-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,09-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,17-12-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,18-09-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,14-04-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,21-02-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,01-12-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,18-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,28-02-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,02-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,21-07-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,19-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,03-12-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,25-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,19-03-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,23-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,14-10-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,25-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,01-10-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,08-06-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,24-06-2026,80,111111111111111111111111111111
Piura,Lima,Directo,14-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-05-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,26-04-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,08-08-2026,150,111111111111111111111111111111
Piura,Lima,Directo,01-10-2026,100,111111111111111111111111111111
Lima,Piura,Directo,28-05-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,11-08-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,24-07-2026,150,111111111111111111111111111111
Piura,Lima,Directo,20-06-2026,100,111111111111111111111111111111
Lima,Piura,Directo,25-07-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,05-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,02-06-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,02-01-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,16-05-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,05-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,27-06-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,28-02-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,03-05-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,21-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,05-11-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,25-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,21-11-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,23-09-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,02-03-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,27-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,18-07-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,24-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,08-03-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,06-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,26-02-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,13-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,09-04-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,15-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,28-02-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,13-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,19-06-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,02-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,27-01-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,03-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,03-11-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,20-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,17-02-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,25-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,03-10-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,20-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,20-09-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,23-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,02-08-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,22-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,09-02-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,10-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,22-11-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,19-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,22-09-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,15-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,18-07-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,14-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,08-08-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,21-06-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,12-07-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,13-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,13-08-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,08-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,19-06-2026,200,111111111111111111111111111111
